anime_id,watching,completed,on-hold,dropped,plan to watch,total
44153,0,9,0,11,11,31
1767,158,2202,70,79,2267,4776
37877,16,134,3,27,100,280
35405,10,470,4,27,70,581
35000,1220,26293,498,261,11743,40015
36716,7,249,1,14,38,309
33728,828,10241,351,429,9936,21785
4027,343,3366,237,202,1516,5664
11255,549,8821,317,228,6625,16540
40922,798,1571,256,239,804,3668
49965,0,4,0,11,14,29
37667,12,93,12,42,88,247
16828,19,109,3,52,101,284
2214,457,6519,402,369,4256,12003
35129,17,195,11,50,212,485
5154,85,488,60,89,428,1150
21439,3213,33998,2027,2423,13303,54964
48327,1,11,1,16,19,48
11633,26532,432021,16818,21611,122747,619729
33114,11,190,7,36,149,393
6460,61,4833,35,90,591,5610
1942,314,3215,287,340,3658,7814
33886,12,393,4,21,57,487
7053,1967,13243,939,675,5495,22319
34815,6,77,2,46,83,214
1371,345,2568,360,357,4790,8420
37619,815,690,311,323,2996,5135
25975,8,345,3,40,54,450
6573,9475,282558,5995,5655,79034,382717
27849,8,43,3,53,51,158
25011,933,26209,563,392,10331,38428
22631,15,133,10,71,174,403
36822,6,137,0,10,39,192
1635,357,5756,233,228,1524,8098
43681,0,4,0,9,13,26
24459,1093,28281,403,308,10802,40887
1927,85,1493,41,57,835,2511
29871,10,437,4,32,91,574
1023,1002,42965,723,480,14865,60035
35673,310,6497,146,113,4033,11099
40474,4,172,2,13,38,229
166,4960,72074,5232,4804,33525,120595
41140,303,1298,158,33,6329,8121
24875,13,73,7,55,77,225
8184,23,142,18,85,184,452
12993,16,332,2,20,101,471
16377,23,195,18,74,225,535
43239,0,11,2,8,10,31
32188,3785,172467,1381,511,42359,220503
33549,11,260,11,41,119,442
1952,560,8468,395,360,6346,16129
23943,101,721,69,95,1278,2264
35670,6,100,2,27,34,169
28913,32,528,33,78,501,1172
39959,1292,19775,415,307,8879,30668
1216,127,6927,69,148,1989,9260
33074,212,4778,96,95,1990,7171
49769,3,40,2,3,8,56
6892,825,6222,440,343,2271,10101
9993,25,154,10,49,326,564
3378,162,785,78,118,548,1691
35021,6,19,3,33,41,102
38509,2,105,0,7,23,137
795,2601,9179,1594,1161,22780,37315
15815,14,172,12,53,167,418
44245,1,46,2,15,18,82
5938,86,608,61,124,1044,1923
6988,55,4234,73,110,617,5089
48590,5749,35757,815,518,4237,47076
29413,161,2996,110,162,1679,5108
48961,2,136,3,3,27,171
36676,4,103,1,14,27,149
40745,3,202,3,6,33,247
37686,7,31,2,40,37,117
39761,816,15007,227,197,13340,29587
3948,423,5649,267,200,4758,11297
4106,1901,90107,813,360,29869,123050
17867,1356,8644,642,459,3746,14847
7244,16,569,8,33,182,808
33687,114,2161,74,100,1292,3741
523,10237,772609,2962,1374,107783,894965
22297,30638,735205,11949,7954,131848,917594
18731,14,89,10,49,88,250
38678,43,1007,20,42,339,1451
46491,38,1256,28,52,721,2095
2738,32,144,31,77,223,507
38851,761,1719,342,1810,2948,7580
13161,15361,267229,6658,13815,67969,371032
31988,9930,122488,5539,3248,54478,195683
43213,2,23,2,7,15,49
39013,26,52,8,42,89,217
12807,14,135,8,70,124,351
35100,7,55,1,42,39,144
14513,51791,624287,33011,27112,178949,915150
37850,51,0,27,77,99,254
488,4150,38272,2717,2227,38446,85812
32864,2500,5308,911,658,2590,11967
43265,0,10,1,7,13,31
21607,25,1032,11,37,195,1300
49208,103,92,39,38,876,1148
34903,840,3071,415,935,6640,11901
50563,5,124,1,4,14,148
38174,12,70,9,27,133,251
3154,143,1491,95,115,1828,3672
36475,33024,368992,11848,28288,84740,526892
10325,737,3942,369,351,2313,7712
7845,42,215,25,81,224,587
7969,686,4722,368,307,2361,8444
8561,22,118,6,42,219,407
14913,144,897,70,173,1003,2287
49739,34,866,25,34,275,1234
10570,575,2466,275,241,1771,5328
1435,211,8003,127,117,3221,11679
36182,16,409,12,46,149,632
38020,1140,19824,506,545,10266,32281
30030,193,699,139,243,1178,2452
16642,982,7317,481,405,2475,11660
18205,126,943,97,314,539,2019
832,165,742,126,183,1509,2725
4059,2220,254840,1022,764,24902,283748
25543,68,898,44,84,695,1789
704,185,8236,191,183,4152,12947
21433,14,151,12,85,194,456
3454,258,1450,169,175,1076,3128
2445,261,3448,170,171,1066,5116
33195,39,204,21,53,289,606
32355,6190,12073,1891,1317,7056,28527
6852,14,1323,10,61,169,1577
2382,83,275,62,142,746,1308
33,25169,329059,14909,10493,137449,517079
37277,674,6200,287,435,3322,10918
33801,87,249,27,69,634,1066
28119,10,46,6,47,97,206
18835,155,1888,113,86,2060,4302
10360,40,225,12,62,242,581
8503,215,561,157,139,1547,2619
2087,160,1065,126,161,990,2502
2285,152,2832,186,527,727,4424
24893,4955,75867,2821,2382,23953,109978
40961,6336,15692,1595,6946,16880,47449
33028,12846,200683,6647,5817,51911,277904
41206,630,1647,309,180,1958,4724
4121,40,154,23,74,323,614
187,1798,121777,640,420,17731,142366
40888,88,0,43,59,390,580
1455,144,4085,107,153,1885,6374
38775,920,1425,361,249,806,3761
42981,363,1645,114,790,1217,4129
48312,3,83,3,7,19,115
38191,3,185,2,18,30,238
29099,14,85,10,86,87,282
22039,630,5135,340,262,1768,8135
19437,14,133,9,46,141,343
8722,18,580,0,30,144,772
50713,0,0,0,0,16138,16138
19519,22,956,14,19,165,1176
965,215,1806,203,320,2109,4653
40372,651,13637,431,408,9157,24284
39652,1441,34963,498,639,13778,51319
10935,176,5534,140,107,3165,9122
36234,7,43,11,46,73,180
10639,39,503,16,47,1383,1988
25113,53,971,23,42,466,1555
13947,11,176,8,75,171,441
43675,0,4,1,10,10,25
40851,12,161,4,30,77,284
30300,2546,118087,931,687,19601,141852
2585,84,2238,62,63,1351,3798
34935,8,116,2,32,56,214
33601,11,44,1,52,69,177
22669,76,0,20,103,141,340
5691,161,3603,121,78,2462,6425
37549,9,211,2,22,68,312
10799,40,3921,26,36,525,4548
24531,2611,17965,958,1126,14201,36861
9613,52,190,64,192,441,939
47978,1,7,0,10,18,36
36970,6,44,4,34,25,113
42364,3525,10651,1088,892,9680,25836
40103,10,33,4,41,80,168
18773,14,63,5,54,81,217
32296,17,544,3,28,74,666
38601,173,1311,64,100,2133,3781
5917,35,351,13,28,301,728
32601,2019,18290,1385,3065,6442,31201
14207,39,258,30,79,238,644
7255,15,592,10,40,212,869
750,383,4817,426,671,3763,10060
4033,195,5187,143,160,3638,9323
1681,784,24618,441,293,13833,39969
10258,711,7361,475,512,3157,12216
34096,13574,148245,4144,2790,89995,258748
6505,368,16249,245,259,6038,23159
4451,106,901,60,72,990,2129
12897,29,124,24,117,231,525
10807,755,6849,1052,617,9164,18437
43219,1,40,2,8,19,70
5868,15,1174,7,36,135,1367
47778,185022,329939,3823,1166,179004,698954
32847,11,198,1,18,63,291
2264,81,2462,42,87,1099,3771
35433,36,262,13,59,268,638
50689,152,0,28,21,255,456
3660,181,738,130,157,1284,2490
37769,411,2028,250,1143,2673,6505
25719,153,7370,82,74,1891,9570
39228,3,44,3,36,39,125
35788,39578,681526,10621,8937,98019,838681
41946,75636,9,4409,6607,75596,162257
40850,1013,2873,465,1597,3574,9522
38848,3,43,5,28,42,121
29791,9,186,5,48,88,336
6187,302,19904,241,146,5769,26362
39362,29,521,25,47,299,921
28591,19,531,7,43,102,702
17551,122,3058,140,173,2429,5922
25977,5,337,5,39,55,441
29369,14,52,8,63,59,196
44086,26,1208,8,23,174,1439
39549,4,231,1,15,39,290
8557,8554,101798,7524,7974,53334,179184
1251,3097,20442,2788,1745,28694,56766
21863,12256,155887,5935,8841,68006,250925
1422,116,3616,95,103,2308,6238
38022,731,773,226,322,2670,4722
31362,85,182,46,75,1717,2105
10074,137,4361,99,109,1900,6606
37928,65,135,17,40,242,499
31978,65,1684,43,85,621,2498
15971,10,60,7,35,131,243
3202,56,1459,89,245,652,2501
2990,97,750,62,99,459,1467
29795,10,122,4,41,67,244
11717,27,1450,19,38,410,1944
5177,5041,76932,2099,1432,53098,138602
1832,183,2785,113,130,1925,5136
42804,48,0,19,37,332,436
14317,119,5207,52,45,1289,6712
49599,0,1,0,0,4506,4507
31145,252,4993,307,279,4093,9924
32884,10,61,4,58,69,202
27413,731,2925,310,234,1748,5948
6891,360,2813,236,178,1214,4801
48847,2,54,0,2,14,72
8743,49,1738,17,40,630,2474
485,404,6430,468,595,2563,10460
9506,96,1636,54,73,957,2816
20951,25,837,9,29,309,1209
28585,5,61,5,68,49,188
49005,6,153,3,12,22,196
5079,7654,49845,6573,8463,40882,113417
30138,19,54,4,42,91,210
33161,4065,176016,1078,644,26906,208709
9903,13,82,3,60,62,220
4232,293,7398,196,189,3094,11170
14213,26,186,24,121,217,574
5640,63,443,36,77,534,1153
39616,3,126,1,12,23,165
43282,0,8,1,6,12,27
40078,6,97,3,21,101,228
1032,132,3945,83,71,2717,6948
33462,1218,10571,688,2497,5725,20699
28861,524,9207,292,600,2795,13418
36130,31,55,9,47,150,292
2817,190,4302,128,214,2127,6961
39182,14,171,1,18,47,251
32484,737,5201,319,481,1351,8089
37843,3,309,8,49,112,481
21507,8414,115253,6234,20253,37661,187815
33867,30,87,7,48,104,276
31500,5740,48440,2967,4686,34031,95864
1067,1885,16375,1508,2397,12560,34725
1986,91,439,62,120,756,1468
38870,2,28,4,28,34,96
38530,53,2010,67,73,793,2996
23933,56,1241,54,98,684,2133
49520,1,0,2,1,47941,47945
773,162,1645,101,128,2070,4106
9650,27,343,15,37,257,679
498,240,2567,160,146,2872,5985
40359,9864,32128,3466,9444,42068,96970
38714,60,750,52,70,1694,2626
38072,5,112,6,41,41,205
32039,666,6773,326,508,4356,12629
3446,310,29790,116,119,2973,33308
2213,1993,12875,2481,2071,11586,31006
5053,144,2441,91,119,2868,5663
24913,709,35352,341,186,8341,44929
41820,6,99,3,4,17,129
32762,5,219,2,15,41,282
5563,50,427,34,86,386,983
19811,58,643,32,45,458,1236
17269,765,38942,313,290,9043,49353
49026,762,2404,338,71,10313,13888
24315,12,192,3,27,48,282
992,511,10587,461,539,4303,16401
5673,61,777,46,68,944,1896
40701,4,199,3,4,37,247
49782,0,0,2,0,25492,25494
30166,51,509,27,45,468,1100
10076,1165,46037,570,536,8287,56595
34307,13,196,8,33,127,377
8142,3470,95719,1597,900,70993,172679
31884,1404,3848,871,831,4255,11209
34843,20,89,10,50,110,279
38673,325,2906,117,404,1892,5644
2715,57,1175,33,52,1078,2395
39566,9,138,0,24,48,219
388,1240,12898,977,1109,7153,23377
35454,8,91,3,26,61,189
41481,5,122,1,8,34,170
41417,4,24,2,21,37,88
451,1098,76300,604,328,12850,91180
43348,0,2,0,7,13,22
56,643,8203,733,1310,5648,16537
7266,516,4399,265,244,1558,6982
39068,518,3000,199,205,995,4917
22467,11,241,5,41,77,375
6202,33,425,14,67,320,859
30420,19,313,21,47,269,669
38830,14710,125580,2489,10021,26946,179746
10924,672,7979,324,280,6160,15415
33759,42,178,10,66,156,452
33895,6,22,4,28,40,100
17717,130,6263,81,89,1790,8353
43538,0,5,1,8,10,24
7617,10,496,3,38,78,625
225,12179,479216,8747,24224,31916,556282
42090,29,34,8,90,131,292
26081,65,207,31,102,261,666
48703,4,18,1,20,95,138
32149,13,121,9,63,127,333
46283,2,6,0,12,17,37
845,4386,36811,4514,5399,21709,72819
29952,12,620,6,27,87,752
18823,10,163,4,39,92,308
39846,218,2906,104,94,3620,6942
36639,211,0,60,155,573,999
30814,10,254,7,32,71,374
29854,18150,110853,11296,13585,50508,204392
50060,1,0,0,0,555,556
1278,243,17785,216,177,4948,23369
37405,4332,5871,1464,902,3404,15973
24403,55,43,17,134,200,449
48013,1,4,0,10,20,35
42865,5,161,2,10,43,221
41396,1666,384,545,240,1216,4051
25095,8,36,3,44,50,141
18247,11626,282805,6115,10899,40759,352204
30401,9,227,4,29,44,313
25329,11,53,4,59,90,217
40900,47,1074,12,29,274,1436
38043,4,162,1,10,31,208
29473,13,48,2,59,52,174
12467,13372,149558,7959,14439,72675,258003
38061,239,7617,118,118,2356,10448
22381,58,535,42,137,409,1181
36981,18,58,11,49,72,208
1831,88,1351,52,51,993,2535
50634,1,0,0,0,893,894
30667,12,238,4,38,78,370
40630,159,3107,55,61,1520,4902
2758,90,395,65,131,530,1211
32158,35,389,33,88,509,1054
50139,0,0,0,0,3237,3237
3884,42,536,36,39,429,1082
37884,363,12948,213,100,7273,20897
14379,581,4195,329,236,1724,7065
18331,11,84,4,47,71,217
10779,8788,30704,2955,2021,11315,55783
30328,9,316,3,37,66,431
4946,152,1430,89,129,728,2528
6707,14372,392981,8472,11371,80945,508141
39047,8,28,5,28,26,95
47307,22,1534,18,27,235,1836
43005,3,59,3,7,13,85
49221,17,60,5,53,112,247
8635,131,2848,99,94,1877,5049
48481,311,375,99,118,3160,4063
39923,4,100,0,10,17,131
28775,30,956,10,43,315,1354
1991,260,2263,213,330,2196,5262
37590,215,3384,109,208,3869,7785
14617,308,6137,162,131,4149,10887
6733,53,738,45,60,772,1668
22411,9,328,6,35,77,455
23661,23,183,9,46,187,448
4392,21,746,8,56,167,998
1432,155,6188,114,111,2935,9503
9952,32,152,17,64,268,533
35730,352,1897,159,1183,1898,5489
10536,1118,28300,845,375,12777,43415
26449,804,24946,475,678,8062,34965
21427,289,2471,182,393,1782,5117
35707,18,433,5,27,136,619
33857,15,37,3,42,68,165
4385,59,1258,42,77,673,2109
36995,93,1167,51,89,1191,2591
34611,94,5872,53,104,1153,7276
40515,4884,80871,2289,5756,32751,126551
40893,281,1988,68,274,1319,3930
50586,0,0,0,0,328,328
38181,39,2081,10,55,389,2574
6408,1597,33397,875,699,26447,63015
2523,739,4485,488,651,5248,11611
42838,3,58,2,9,14,86
35786,6,180,2,29,33,250
2313,155,6250,82,139,2189,8815
37106,1271,9882,439,1295,6886,19773
21525,13,119,4,49,108,293
21069,844,8849,431,370,2076,12570
50501,116,0,6,16,62,200
38681,223,1964,85,113,2509,4894
31424,192,1163,119,118,671,2263
1534,562,6180,558,522,3653,11475
2361,221,2677,239,319,1484,4940
49691,1,0,0,0,6794,6795
38871,5,24,4,41,41,115
35104,7,33,2,40,72,154
19433,11,114,5,65,88,283
25157,30663,539941,13580,24722,124336,733242
28197,6,225,1,33,42,307
2700,63,543,55,83,517,1261
38699,2539,81192,1089,616,29067,114503
46213,1,4,0,12,17,34
33087,197,499,126,116,2887,3825
8651,242,2571,140,130,912,3995
2085,46,409,28,52,493,1028
11061,298488,1507270,112805,45886,311788,2276237
7164,12,418,16,31,196,673
38960,7,232,1,14,38,292
14675,101,1296,74,87,1368,2926
4558,138,981,88,116,511,1834
3482,52,783,41,77,774,1727
9591,338,8456,328,449,5867,15438
37338,3174,11568,1846,4304,15017,35909
3475,89,3245,35,53,1611,5033
43357,0,7,1,6,14,28
76,3599,50379,3027,2803,35552,95360
30903,51,2638,30,57,617,3393
35654,56,1956,19,59,459,2549
14093,1046,47511,888,1493,6916,57854
15979,127,2302,101,169,2433,5132
33985,8435,44800,3799,15341,24289,96664
3963,107,2088,120,130,1987,4432
7264,500,2405,263,237,1637,5042
40305,713,1010,280,158,745,2906
5347,466,9791,236,277,2174,12944
36401,7,90,2,20,34,153
43556,0,0,0,1,10963,10964
35331,15,37,2,35,56,145
5684,866,7195,759,759,4772,14351
32269,9,80,2,52,58,201
33906,11,187,1,23,44,266
9667,24,811,7,24,220,1086
9356,44,755,15,49,353,1216
28311,749,6765,395,331,2338,10578
29921,8,203,3,46,61,321
15807,281,11974,171,172,3732,16330
5542,37,329,28,94,269,757
14127,1099,7451,534,406,3026,12516
10324,135,1283,98,166,1220,2902
48317,1,9,1,12,18,41
30242,1117,3402,416,318,1821,7074
33188,22,43,4,107,95,271
3515,628,30796,405,257,5030,37116
39995,566,5026,179,96,5308,11175
19315,5298,106648,2850,19017,36965,170778
39144,2,13,1,33,26,75
4066,1109,7319,1002,1647,7211,18288
13469,1612,141669,833,359,21691,166164
38285,60,406,22,40,609,1137
40416,2078,38336,781,262,40131,81588
40273,7,29,2,26,39,103
22137,41,539,13,30,406,1029
38968,4,136,2,9,33,184
48849,38040,63547,8128,10232,89114,209061
48954,27,51,8,11,946,1043
41494,1,21,2,18,35,77
43796,1,5,1,7,11,25
30886,16,470,8,36,179,709
9754,259,8751,192,132,5260,14594
1451,109,2575,52,97,1229,4062
6375,80,837,76,129,885,2007
45684,1,6,0,10,18,35
50881,4,80,0,0,10,94
25375,68,4120,38,74,734,5034
13821,15,101,14,73,148,351
5172,516,4309,321,240,1714,7100
38107,898,1010,299,211,1077,3495
5587,67,370,44,65,301,847
4814,4065,143926,1780,2091,14110,165972
2036,210,1545,286,297,1334,3672
39206,3,104,2,16,43,168
10545,94,2580,54,84,1055,3867
8152,36,350,36,68,428,918
1360,573,4997,325,315,2475,8685
40383,4,106,1,16,32,159
10232,2432,14324,2041,2231,21603,42631
7229,95,965,78,116,1302,2556
18083,17,225,4,45,117,408
5084,302,6284,189,114,6680,13569
3231,1954,32496,2279,3092,17036,56857
21591,23,601,14,41,233,912
17813,270,8901,143,148,2353,11815
3432,86,667,74,126,605,1558
3306,77,1801,37,88,1176,3179
19685,10609,105562,5813,12788,41663,176435
11235,5274,106568,3253,3127,32872,151094
23115,212,3629,198,173,3472,7684
9095,27,466,9,46,239,787
39197,7,138,3,28,64,240
49638,608,1831,40,50,506,3035
29665,7,216,7,38,67,335
39538,447,1014,192,71,2877,4601
39474,0,0,0,0,180,180
49983,0,0,0,0,87,87
25301,16,51,5,50,145,267
35455,30,44,5,56,69,204
16067,32973,270232,23959,27884,188487,543535
5308,92,1554,58,96,1135,2935
10257,1306,9612,1017,1371,6093,19399
37895,72,682,30,45,441,1270
4278,301,1913,195,167,1131,3707
2736,64,1461,104,241,399,2269
7248,123,3714,73,88,1943,5941
11679,42,5486,11,73,655,6267
38733,542,34859,278,124,6527,42330
42848,626,1838,219,190,1062,3935
19431,183,3512,76,86,1295,5152
48102,1,6,0,12,15,34
9502,9,800,4,31,108,952
1621,47,1111,49,52,690,1949
35418,420,2763,167,159,3203,6712
33501,9,92,0,33,53,187
35545,21,85,7,57,98,268
11561,25,599,9,40,328,1001
18041,3514,40374,2892,3517,21194,71491
30901,9116,48641,5207,7201,28395,98560
967,12343,37908,10415,6259,47749,114674
1018,678,9013,587,622,5514,16414
1580,83,876,48,63,891,1961
43374,0,3,0,8,12,23
42876,31,0,22,21,107,181
34021,1260,16663,342,207,14211,32683
6979,2264,13277,1449,2841,9888,29719
1585,96,1019,41,100,893,2149
8679,9,199,5,38,57,308
33478,12553,96297,4112,6051,53827,172840
33950,1130,25583,356,515,8702,36286
21981,14,39,3,65,62,183
23433,588,8314,305,516,3599,13322
21179,55,741,23,46,529,1394
48904,2,23,1,17,43,86
50480,5,87,2,8,50,152
50318,3,40,0,1,5,49
5262,4464,71552,3417,3872,12443,95748
11771,57533,766939,30465,27600,143043,1025580
20709,8623,64223,4814,6241,57079,140980
49103,9,487,3,5,30,534
32888,47,518,25,63,723,1376
5918,130,2454,71,78,2043,4776
43367,0,10,2,6,12,30
2704,210,1149,250,267,2240,4116
37994,2998,25895,1130,1461,45982,77466
30938,7,28,1,40,49,125
6422,283,1831,204,166,1394,3878
36834,113,559,51,62,1180,1965
45834,1,6,1,10,17,35
4824,69,333,35,76,325,838
34136,2427,58782,1279,755,52980,116223
35530,7,106,1,18,27,159
43455,0,5,1,6,10,22
14183,24,211,16,72,276,599
40312,7,727,6,15,39,794
50919,0,0,0,0,1741,1741
49507,441,272,94,92,2476,3375
34656,12,404,3,29,74,522
23283,44139,651951,22998,19574,257441,996103
376,1665,152237,995,691,23533,179121
39587,87272,593978,17484,10205,186276,895215
3976,295,2289,163,182,1004,3933
13421,12,484,5,27,111,639
29551,9,273,5,42,81,410
3167,5658,90254,3219,1660,67167,167958
43690,17403,138732,5540,11344,56134,229153
36085,7,136,4,8,32,187
37142,88,0,34,43,72,237
36649,63338,324732,30845,27310,230697,676922
3936,35,503,24,96,386,1044
40392,8290,52303,3314,4253,38410,106570
2429,56,1665,29,69,826,2645
4400,112,741,64,91,483,1491
48377,8,442,8,11,54,523
27961,9,21,4,52,48,134
42446,5,27,4,28,47,111
2785,71,562,36,49,983,1701
41068,32,320,22,38,592,1004
2973,95,2794,57,65,1479,4490
35478,146,0,37,208,772,1163
41341,962,13738,283,475,10718,26176
34449,1698,5608,1071,8049,11854,28280
42070,18,68,8,32,125,251
34436,11,155,8,52,104,330
48641,9111,6777,1341,1417,12280,30926
30931,8,31,2,61,43,145
13217,490,2402,214,171,1162,4439
39619,248,4442,131,134,4624,9579
45618,107,112,44,133,1380,1776
43274,0,12,2,8,10,32
35503,5656,27242,2936,3529,29742,69105
21033,9928,134152,4215,8942,38340,195577
43370,0,5,1,9,10,25
26013,9,253,6,56,53,377
5322,59,569,38,95,439,1200
42436,7,195,5,5,21,233
1896,1065,8932,583,531,3723,14834
2322,173,1887,95,115,1988,4258
2125,225,7323,190,171,3906,11815
43755,188,92,135,27,8541,8983
38587,6,160,7,23,67,263
45302,1,7,1,14,16,39
13693,32,348,10,46,260,696
43433,2,61,3,21,19,106
18989,241,5576,142,146,4602,10707
1791,228,1993,130,206,1043,3600
42977,225,3727,54,91,825,4922
39625,4,16,1,29,28,78
16458,22,139,6,60,203,430
42834,22,30,12,33,151,248
41877,462,2692,150,85,6671,10060
40839,53275,548498,13252,27238,107220,749483
34655,12,730,4,23,95,864
41689,9,166,7,24,76,282
326,1386,36595,912,934,18835,58662
3922,227,1057,120,135,904,2443
45815,3,14,0,11,28,56
32807,15,163,9,89,62,338
17113,58,3080,40,93,553,3824
